,path,label
426,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1387[99,76][9,75][55,171].png","99,76,1,9,75,1,55,171,1,0,0,0,0,0,0,0,0,0"
427,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1388[103,76][13,75][59,170].png","103,76,1,13,75,1,59,170,1,0,0,0,0,0,0,0,0,0"
428,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1389[107,75][18,74][63,170].png","107,75,1,18,74,1,63,170,1,0,0,0,0,0,0,0,0,0"
429,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_139.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
430,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1390[111,76][21,74][66,170].png","111,76,1,21,74,1,66,170,1,0,0,0,0,0,0,0,0,0"
431,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1391[114,76][24,74][69,170].png","114,76,1,24,74,1,69,170,1,0,0,0,0,0,0,0,0,0"
432,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1392[116,77][27,75][72,171].png","116,77,1,27,75,1,72,171,1,0,0,0,0,0,0,0,0,0"
433,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1393[119,77][29,76][74,172].png","119,77,1,29,76,1,74,172,1,0,0,0,0,0,0,0,0,0"
434,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1394[121,79][31,77][76,173].png","121,79,1,31,77,1,76,173,1,0,0,0,0,0,0,0,0,0"
435,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1395[122,79][32,77][77,173].png","122,79,1,32,77,1,77,173,1,0,0,0,0,0,0,0,0,0"
436,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1396[123,79][33,78][78,173].png","123,79,1,33,78,1,78,173,1,0,0,0,0,0,0,0,0,0"
437,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1397[125,79][35,78][80,174].png","125,79,1,35,78,1,80,174,1,0,0,0,0,0,0,0,0,0"
438,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1398[128,79][38,78][82,174].png","128,79,1,38,78,1,82,174,1,0,0,0,0,0,0,0,0,0"
439,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1399[130,79][40,78][85,173].png","130,79,1,40,78,1,85,173,1,0,0,0,0,0,0,0,0,0"
440,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_140.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
441,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1400[132,80][42,78][87,174].png","132,80,1,42,78,1,87,174,1,0,0,0,0,0,0,0,0,0"
442,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1401[133,80][43,78][88,174].png","133,80,1,43,78,1,88,174,1,0,0,0,0,0,0,0,0,0"
443,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1402[134,80][44,78][88,174].png","134,80,1,44,78,1,88,174,1,0,0,0,0,0,0,0,0,0"
444,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1403[134,81][44,79][89,175].png","134,81,1,44,79,1,89,175,1,0,0,0,0,0,0,0,0,0"
445,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1404[134,81][44,79][89,175].png","134,81,1,44,79,1,89,175,1,0,0,0,0,0,0,0,0,0"
446,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1405[134,81][44,79][89,175].png","134,81,1,44,79,1,89,175,1,0,0,0,0,0,0,0,0,0"
447,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1406[134,81][44,80][89,175].png","134,81,1,44,80,1,89,175,1,0,0,0,0,0,0,0,0,0"
448,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1407[133,82][43,80][88,176].png","133,82,1,43,80,1,88,176,1,0,0,0,0,0,0,0,0,0"
449,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1408[133,82][43,80][88,176].png","133,82,1,43,80,1,88,176,1,0,0,0,0,0,0,0,0,0"
450,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1409[132,83][42,81][87,177].png","132,83,1,42,81,1,87,177,1,0,0,0,0,0,0,0,0,0"
451,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_141.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
452,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1410[131,83][41,81][86,177].png","131,83,1,41,81,1,86,177,1,0,0,0,0,0,0,0,0,0"
453,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1411[130,84][40,82][85,178].png","130,84,1,40,82,1,85,178,1,0,0,0,0,0,0,0,0,0"
454,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1412[129,84][39,82][84,178].png","129,84,1,39,82,1,84,178,1,0,0,0,0,0,0,0,0,0"
455,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1413[129,84][39,82][84,178].png","129,84,1,39,82,1,84,178,1,0,0,0,0,0,0,0,0,0"
456,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1414[129,83][39,82][84,177].png","129,83,1,39,82,1,84,177,1,0,0,0,0,0,0,0,0,0"
457,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1415[129,83][39,81][84,177].png","129,83,1,39,81,1,84,177,1,0,0,0,0,0,0,0,0,0"
458,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1416[128,83][38,81][83,177].png","128,83,1,38,81,1,83,177,1,0,0,0,0,0,0,0,0,0"
459,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1417[127,83][37,82][82,177].png","127,83,1,37,82,1,82,177,1,0,0,0,0,0,0,0,0,0"
460,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1418[126,84][36,82][81,178].png","126,84,1,36,82,1,81,178,1,0,0,0,0,0,0,0,0,0"
461,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1419[124,84][34,83][80,179].png","124,84,1,34,83,1,80,179,1,0,0,0,0,0,0,0,0,0"
462,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_142.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
463,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1420[123,85][33,85][78,180].png","123,85,1,33,85,1,78,180,1,0,0,0,0,0,0,0,0,0"
464,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1421[121,87][30,86][77,181].png","121,87,1,30,86,1,77,181,1,0,0,0,0,0,0,0,0,0"
465,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1422[120,87][30,87][76,181].png","120,87,1,30,87,1,76,181,1,0,0,0,0,0,0,0,0,0"
466,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1423[120,87][30,87][76,182].png","120,87,1,30,87,1,76,182,1,0,0,0,0,0,0,0,0,0"
467,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1424[121,88][31,87][77,182].png","121,88,1,31,87,1,77,182,1,0,0,0,0,0,0,0,0,0"
468,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1425[121,88][31,87][78,182].png","121,88,1,31,87,1,78,182,1,0,0,0,0,0,0,0,0,0"
469,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1426[122,87][32,87][78,182].png","122,87,1,32,87,1,78,182,1,0,0,0,0,0,0,0,0,0"
470,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1427[122,87][32,86][78,181].png","122,87,1,32,86,1,78,181,1,0,0,0,0,0,0,0,0,0"
471,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1428[122,86][32,85][79,180].png","122,86,1,32,85,1,79,180,1,0,0,0,0,0,0,0,0,0"
472,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1429[123,84][33,84][79,179].png","123,84,1,33,84,1,79,179,1,0,0,0,0,0,0,0,0,0"
473,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_143.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
474,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1430[123,82][33,82][79,176].png","123,82,1,33,82,1,79,176,1,0,0,0,0,0,0,0,0,0"
475,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1431[123,81][33,82][79,175].png","123,81,1,33,82,1,79,175,1,0,0,0,0,0,0,0,0,0"
476,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1432[123,81][33,81][79,175].png","123,81,1,33,81,1,79,175,1,0,0,0,0,0,0,0,0,0"
477,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1433[123,80][33,81][80,174].png","123,80,1,33,81,1,80,174,1,0,0,0,0,0,0,0,0,0"
478,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1434[123,80][33,81][80,174].png","123,80,1,33,81,1,80,174,1,0,0,0,0,0,0,0,0,0"
479,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1435[122,80][33,81][80,174].png","122,80,1,33,81,1,80,174,1,0,0,0,0,0,0,0,0,0"
480,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1436[122,81][32,81][79,175].png","122,81,1,32,81,1,79,175,1,0,0,0,0,0,0,0,0,0"
481,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1437[122,81][33,82][80,175].png","122,81,1,33,82,1,80,175,1,0,0,0,0,0,0,0,0,0"
482,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1438[123,83][33,84][80,177].png","123,83,1,33,84,1,80,177,1,0,0,0,0,0,0,0,0,0"
483,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1439[123,85][33,86][80,179].png","123,85,1,33,86,1,80,179,1,0,0,0,0,0,0,0,0,0"
484,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_144.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
485,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1440[123,87][34,88][81,181].png","123,87,1,34,88,1,81,181,1,0,0,0,0,0,0,0,0,0"
486,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1441[124,89][34,89][81,183].png","124,89,1,34,89,1,81,183,1,0,0,0,0,0,0,0,0,0"
487,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1442[125,90][35,91][82,184].png","125,90,1,35,91,1,82,184,1,0,0,0,0,0,0,0,0,0"
488,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1443[126,92][36,92][84,186].png","126,92,1,36,92,1,84,186,1,0,0,0,0,0,0,0,0,0"
489,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1444[128,93][38,94][85,187].png","128,93,1,38,94,1,85,187,1,0,0,0,0,0,0,0,0,0"
490,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1445[129,93][39,94][86,187].png","129,93,1,39,94,1,86,187,1,0,0,0,0,0,0,0,0,0"
491,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1446[130,94][40,95][87,188].png","130,94,1,40,95,1,87,188,1,0,0,0,0,0,0,0,0,0"
492,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1447[130,94][40,95][87,188].png","130,94,1,40,95,1,87,188,1,0,0,0,0,0,0,0,0,0"
493,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1448[130,94][40,94][87,188].png","130,94,1,40,94,1,87,188,1,0,0,0,0,0,0,0,0,0"
494,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1449[130,93][40,94][88,187].png","130,93,1,40,94,1,88,187,1,0,0,0,0,0,0,0,0,0"
495,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_145.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
496,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1450[130,92][41,93][88,186].png","130,92,1,41,93,1,88,186,1,0,0,0,0,0,0,0,0,0"
497,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1451[130,92][40,93][87,186].png","130,92,1,40,93,1,87,186,1,0,0,0,0,0,0,0,0,0"
498,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1452[130,92][40,92][87,185].png","130,92,1,40,92,1,87,185,1,0,0,0,0,0,0,0,0,0"
499,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1453[129,92][40,92][87,185].png","129,92,1,40,92,1,87,185,1,0,0,0,0,0,0,0,0,0"
500,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1454[129,92][39,92][86,185].png","129,92,1,39,92,1,86,185,1,0,0,0,0,0,0,0,0,0"
501,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1455[129,92][40,92][87,185].png","129,92,1,40,92,1,87,185,1,0,0,0,0,0,0,0,0,0"
502,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1456[130,92][40,92][87,185].png","130,92,1,40,92,1,87,185,1,0,0,0,0,0,0,0,0,0"
503,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1457[129,92][39,92][86,185].png","129,92,1,39,92,1,86,185,1,0,0,0,0,0,0,0,0,0"
504,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1458[129,92][39,92][86,186].png","129,92,1,39,92,1,86,186,1,0,0,0,0,0,0,0,0,0"
505,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1459[128,92][38,93][85,186].png","128,92,1,38,93,1,85,186,1,0,0,0,0,0,0,0,0,0"
506,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_146.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
507,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1460[128,93][38,94][85,187].png","128,93,1,38,94,1,85,187,1,0,0,0,0,0,0,0,0,0"
508,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1461[128,94][38,94][85,187].png","128,94,1,38,94,1,85,187,1,0,0,0,0,0,0,0,0,0"
509,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1462[128,94][38,95][85,188].png","128,94,1,38,95,1,85,188,1,0,0,0,0,0,0,0,0,0"
510,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1463[128,95][38,96][85,189].png","128,95,1,38,96,1,85,189,1,0,0,0,0,0,0,0,0,0"
511,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1464[128,96][38,97][85,190].png","128,96,1,38,97,1,85,190,1,0,0,0,0,0,0,0,0,0"
512,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1465[128,97][38,98][85,191].png","128,97,1,38,98,1,85,191,1,0,0,0,0,0,0,0,0,0"
513,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1466[128,98][38,99][86,192].png","128,98,1,38,99,1,86,192,1,0,0,0,0,0,0,0,0,0"
514,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1467[129,98][39,99][86,192].png","129,98,1,39,99,1,86,192,1,0,0,0,0,0,0,0,0,0"
515,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1468[128,99][38,99][86,193].png","128,99,1,38,99,1,86,193,1,0,0,0,0,0,0,0,0,0"
516,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1469[128,99][38,100][85,193].png","128,99,1,38,100,1,85,193,1,0,0,0,0,0,0,0,0,0"
517,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_147.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
518,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1470[128,99][38,100][85,193].png","128,99,1,38,100,1,85,193,1,0,0,0,0,0,0,0,0,0"
519,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1471[128,99][38,100][85,193].png","128,99,1,38,100,1,85,193,1,0,0,0,0,0,0,0,0,0"
520,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1472[128,99][38,100][85,193].png","128,99,1,38,100,1,85,193,1,0,0,0,0,0,0,0,0,0"
521,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1473[128,98][38,99][86,193].png","128,98,1,38,99,1,86,193,1,0,0,0,0,0,0,0,0,0"
522,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1474[129,97][39,98][86,192].png","129,97,1,39,98,1,86,192,1,0,0,0,0,0,0,0,0,0"
523,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1475[129,97][39,97][86,191].png","129,97,1,39,97,1,86,191,1,0,0,0,0,0,0,0,0,0"
524,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1476[129,96][38,97][86,191].png","129,96,1,38,97,1,86,191,1,0,0,0,0,0,0,0,0,0"
525,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1477[129,96][38,96][86,190].png","129,96,1,38,96,1,86,190,1,0,0,0,0,0,0,0,0,0"
526,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1478[129,95][38,95][86,189].png","129,95,1,38,95,1,86,189,1,0,0,0,0,0,0,0,0,0"
527,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1479[130,94][39,95][87,189].png","130,94,1,39,95,1,87,189,1,0,0,0,0,0,0,0,0,0"
528,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_148.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
529,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1480[131,94][40,94][88,188].png","131,94,1,40,94,1,88,188,1,0,0,0,0,0,0,0,0,0"
530,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1481[132,93][41,93][89,188].png","132,93,1,41,93,1,89,188,1,0,0,0,0,0,0,0,0,0"
531,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1482[135,93][44,92][91,187].png","135,93,1,44,92,1,91,187,1,0,0,0,0,0,0,0,0,0"
532,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1483[138,92][46,91][93,187].png","138,92,1,46,91,1,93,187,1,0,0,0,0,0,0,0,0,0"
533,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1484[139,92][48,90][94,186].png","139,92,1,48,90,1,94,186,1,0,0,0,0,0,0,0,0,0"
534,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1485[141,91][49,90][95,185].png","141,91,1,49,90,1,95,185,1,0,0,0,0,0,0,0,0,0"
535,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1486[142,91][50,89][96,185].png","142,91,1,50,89,1,96,185,1,0,0,0,0,0,0,0,0,0"
536,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1487[142,90][50,88][96,184].png","142,90,1,50,88,1,96,184,1,0,0,0,0,0,0,0,0,0"
537,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1488[143,90][50,88][96,184].png","143,90,1,50,88,1,96,184,1,0,0,0,0,0,0,0,0,0"
538,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1489[144,89][51,87][97,183].png","144,89,1,51,87,1,97,183,1,0,0,0,0,0,0,0,0,0"
539,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_149.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
540,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1490[145,89][52,86][97,183].png","145,89,1,52,86,1,97,183,1,0,0,0,0,0,0,0,0,0"
541,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1491[145,89][52,86][98,183].png","145,89,1,52,86,1,98,183,1,0,0,0,0,0,0,0,0,0"
542,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1492[146,90][52,86][98,183].png","146,90,1,52,86,1,98,183,1,0,0,0,0,0,0,0,0,0"
543,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1493[146,90][52,87][97,184].png","146,90,1,52,87,1,97,184,1,0,0,0,0,0,0,0,0,0"
544,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1494[146,91][52,87][97,184].png","146,91,1,52,87,1,97,184,1,0,0,0,0,0,0,0,0,0"
545,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1495[146,91][52,87][97,184].png","146,91,1,52,87,1,97,184,1,0,0,0,0,0,0,0,0,0"
546,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1496[147,91][53,87][98,184].png","147,91,1,53,87,1,98,184,1,0,0,0,0,0,0,0,0,0"
547,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1497[148,91][54,86][98,184].png","148,91,1,54,86,1,98,184,1,0,0,0,0,0,0,0,0,0"
548,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1498[149,91][54,86][99,184].png","149,91,1,54,86,1,99,184,1,0,0,0,0,0,0,0,0,0"
549,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1499[150,91][55,85][99,184].png","150,91,1,55,85,1,99,184,1,0,0,0,0,0,0,0,0,0"
550,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_150.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
551,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1500[151,91][55,84][99,183].png","151,91,1,55,84,1,99,183,1,0,0,0,0,0,0,0,0,0"
552,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1501[152,90][56,84][100,182].png","152,90,1,56,84,1,100,182,1,0,0,0,0,0,0,0,0,0"
553,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1502[153,90][57,83][100,182].png","153,90,1,57,83,1,100,182,1,0,0,0,0,0,0,0,0,0"
554,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1503[154,89][58,81][101,181].png","154,89,1,58,81,1,101,181,1,0,0,0,0,0,0,0,0,0"
555,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1504[156,88][59,80][102,179].png","156,88,1,59,80,1,102,179,1,0,0,0,0,0,0,0,0,0"
556,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1505[157,87][61,78][103,178].png","157,87,1,61,78,1,103,178,1,0,0,0,0,0,0,0,0,0"
557,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1506[159,84][62,75][104,175].png","159,84,1,62,75,1,104,175,1,0,0,0,0,0,0,0,0,0"
558,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1507[159,83][63,73][104,173].png","159,83,1,63,73,1,104,173,1,0,0,0,0,0,0,0,0,0"
559,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1508[159,81][63,71][103,172].png","159,81,1,63,71,1,103,172,1,0,0,0,0,0,0,0,0,0"
560,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1509[159,80][62,70][102,171].png","159,80,1,62,70,1,102,171,1,0,0,0,0,0,0,0,0,0"
561,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_151.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
562,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1510[157,80][60,69][100,170].png","157,80,1,60,69,1,100,170,1,0,0,0,0,0,0,0,0,0"
563,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1511[155,79][59,68][98,169].png","155,79,1,59,68,1,98,169,1,0,0,0,0,0,0,0,0,0"
564,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1512[153,78][56,67][96,168].png","153,78,1,56,67,1,96,168,1,0,0,0,0,0,0,0,0,0"
565,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1513[151,77][54,66][94,167].png","151,77,1,54,66,1,94,167,1,0,0,0,0,0,0,0,0,0"
566,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1514[149,77][53,65][92,167].png","149,77,1,53,65,1,92,167,1,0,0,0,0,0,0,0,0,0"
567,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1515[146,75][50,64][88,165].png","146,75,1,50,64,1,88,165,1,0,0,0,0,0,0,0,0,0"
568,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1516[144,74][48,62][86,164].png","144,74,1,48,62,1,86,164,1,0,0,0,0,0,0,0,0,0"
569,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1517[142,74][47,61][85,164].png","142,74,1,47,61,1,85,164,1,0,0,0,0,0,0,0,0,0"
570,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1518[141,73][46,61][83,163].png","141,73,1,46,61,1,83,163,1,0,0,0,0,0,0,0,0,0"
571,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1519[141,73][46,60][83,162].png","141,73,1,46,60,1,83,162,1,0,0,0,0,0,0,0,0,0"
572,D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_152.png,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
573,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1520[142,72][47,59][84,161].png","142,72,1,47,59,1,84,161,1,0,0,0,0,0,0,0,0,0"
574,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1521[144,72][49,58][85,160].png","144,72,1,49,58,1,85,160,1,0,0,0,0,0,0,0,0,0"
575,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1522[146,71][52,57][87,160].png","146,71,1,52,57,1,87,160,1,0,0,0,0,0,0,0,0,0"
576,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1523[149,70][54,56][89,159].png","149,70,1,54,56,1,89,159,1,0,0,0,0,0,0,0,0,0"
577,"D:\src\YOLO_v3_tutorial_from_scratch\data\feb12\images\train\id_1524[151,70][57,55][91,158].png","151,70,1,57,55,1,91,158,1,0,0,0,0,0,0,0,0,0"
